fold,model,accuracy,precision_macro,recall_macro,f1_macro,precision_lying,recall_lying,f1_lying,precision_running,recall_running,f1_running,precision_sitting,recall_sitting,f1_sitting,precision_standing,recall_standing,f1_standing,precision_walking,recall_walking,f1_walking,context,experiment,body_part_count,body_part_mode,body_part
11,random_forest,0.774468085106383,0.7223488936488308,0.7720107825638236,0.7200870624200619,0.9527027027027029,0.976905311778291,0.9646522234891676,0.9975308641975308,0.9853658536585366,0.9914110429447852,0.4746835443037974,0.9057971014492754,0.6229235880398671,0.1914893617021276,0.0215311004784689,0.0387096774193548,0.9953379953379954,0.9704545454545456,0.9827387802071348,all_context,only_chest_plus_all,1,single,chest
12,random_forest,0.7925351429956374,0.7591707816159495,0.7932321899605582,0.720415167892958,1.0,0.9878934624697336,0.9939098660170524,0.7945205479452054,0.9926650366748166,0.8826086956521739,0.4444444444444444,0.0096618357487922,0.0189125295508274,0.5617198335644937,0.9926470588235294,0.7174490699734278,0.9951690821256038,0.9832935560859188,0.9891956782713084,all_context,only_chest_plus_all,1,single,chest
13,random_forest,0.8952026082906381,0.895573949786973,0.897317625898854,0.8953935769821602,0.9927884615384616,0.9649532710280374,0.9786729857819904,0.8747300215982722,0.9902200488997556,0.9288990825688074,0.8037383177570093,0.8056206088992974,0.8046783625730994,0.8159806295399515,0.7488888888888889,0.7809965237543454,0.990632318501171,0.976905311778291,0.983720930232558,all_context,only_chest_plus_all,1,single,chest
14,random_forest,0.5793234873749404,0.5072954161272749,0.5888252807652055,0.4605216654873398,0.9975550122249388,0.9784172661870504,0.9878934624697336,0.4635838150289017,0.9780487804878047,0.6290196078431373,0.5833333333333334,0.0167865707434052,0.0326340326340326,0.4920049200492005,0.970873786407767,0.6530612244897959,0.0,0.0,0.0,all_context,only_chest_plus_all,1,single,chest
15,random_forest,0.8706099815157117,0.8985422351284363,0.86695376967056,0.8603114382206059,0.9953703703703703,0.9839816933638444,0.9896432681242808,0.9324324324324323,0.9282511210762332,0.9303370786516854,0.6462480857580398,0.9906103286384976,0.7822057460611678,0.9186602870813396,0.4615384615384615,0.6144,1.0,0.9703872437357632,0.984971098265896,all_context,only_chest_plus_all,1,single,chest
1,svm,0.9038553069966684,0.9123475396682164,0.9041710288125524,0.8993934901731248,0.8309859154929577,0.9951807228915662,0.9057017543859648,0.9765013054830288,0.9257425742574258,0.9504447268106736,0.8683127572016461,0.9678899082568808,0.915401301518438,0.9609929078014184,0.6391509433962265,0.7677053824362606,0.9249448123620309,0.9928909952606636,0.9577142857142856,all_context,only_chest_plus_all,1,single,chest
2,svm,0.8584579976985041,0.8399583839084446,0.8779462742951587,0.8161178836203732,1.0,1.0,1.0,0.3333333333333333,0.9907407407407408,0.4988344988344988,0.869198312236287,0.5049019607843137,0.6387596899224807,0.9972602739726028,0.896551724137931,0.9442282749675746,1.0,0.9975369458128078,0.998766954377312,all_context,only_chest_plus_all,1,single,chest
3,svm,0.7658026375625284,0.7470227767485539,0.7614471681154961,0.7169455039404419,0.9855421686746988,0.9808153477218226,0.9831730769230768,0.9900497512437813,0.7944111776447106,0.8815060908084164,0.2916666666666667,0.0503597122302158,0.0858895705521472,0.4767441860465116,0.9927360774818402,0.6441476826394344,0.9911111111111112,0.9889135254988912,0.9900110987791344,all_context,only_chest_plus_all,1,single,chest
4,svm,0.6201943388255176,0.5138037925250695,0.6504572178461169,0.5482040075399055,0.90625,0.9731543624161074,0.9385113268608414,0.5828877005347594,0.3154848046309696,0.4093896713615023,0.5272496831432193,0.9904761904761904,0.6881720430107527,0.0,0.0,0.0,0.5526315789473685,0.973170731707317,0.7049469964664311,all_context,only_chest_plus_all,1,single,chest
5,svm,0.706645056726094,0.6584257839357668,0.699580514086519,0.6597652869485022,0.9817351598173516,0.979498861047836,0.9806157354618016,0.8688524590163934,0.645466847090663,0.7406832298136646,0.4369266055045872,0.8799076212471132,0.5839080459770115,0.0347222222222222,0.0125944584382871,0.0184842883548983,0.9698924731182796,0.9804347826086957,0.9751351351351352,all_context,only_chest_plus_all,1,single,chest
6,svm,0.5510299625468165,0.5570067085949576,0.5518468034749033,0.528907541729241,0.9683257918552036,0.5035294117647059,0.6625386996904025,0.5851648351648352,0.9703872437357632,0.7300771208226221,0.0185185185185185,0.0091954022988505,0.0122887864823348,0.215439856373429,0.2857142857142857,0.2456499488229273,0.997584541062802,0.9904076738609112,0.9939831528279182,all_context,only_chest_plus_all,1,single,chest
7,svm,0.5116279069767442,0.4447768985632393,0.5096939771530036,0.4596918773286592,0.5780821917808219,0.9791183294663574,0.726959517657192,0.460545193687231,0.6604938271604939,0.5426880811496196,0.4878048780487805,0.3720930232558139,0.4221635883905013,0.0,0.0,0.0,0.697452229299363,0.5367647058823529,0.6066481994459834,all_context,only_chest_plus_all,1,single,chest
8,svm,0.277148253068933,0.2267075059485182,0.2852354817525096,0.2342449330039761,0.1388708630759247,0.5119617224880383,0.2184788157223073,0.9946666666666668,0.9142156862745098,0.9527458492975734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,all_context,only_chest_plus_all,1,single,chest
9,svm,0.7165318957771788,0.6759887320453248,0.7183798172164331,0.6722942921522848,0.80859375,0.9951923076923076,0.8922413793103449,0.9922879177377892,0.7134935304990758,0.8301075268817204,0.4920828258221681,0.9417249417249416,0.6464,0.1,0.028235294117647,0.0440366972477064,0.9869791666666666,0.9132530120481928,0.948685857321652,all_context,only_chest_plus_all,1,single,chest
10,svm,0.7893007977475364,0.7832217560778066,0.7883598668775399,0.74054292104412,0.9784172661870504,0.96,0.9691211401425178,0.9788235294117648,0.9788235294117648,0.9788235294117648,0.4509803921568627,0.0542452830188679,0.0968421052631579,0.5151515151515151,0.9725400457665904,0.6735340729001584,0.9927360774818402,0.9761904761904762,0.9843937575030012,all_context,only_chest_plus_all,1,single,chest
11,svm,0.8141843971631205,0.8389854821228295,0.8119538164395991,0.789093506923486,0.9729119638826184,0.9953810623556582,0.9840182648401826,0.5726495726495726,0.9804878048780488,0.7230215827338129,0.8872180451127819,0.855072463768116,0.8708487084870848,0.7714285714285715,0.2583732057416268,0.3870967741935484,0.9907192575406032,0.9704545454545456,0.9804822043628014,all_context,only_chest_plus_all,1,single,chest
12,svm,0.7920504120213282,0.7792002040039242,0.792645988008814,0.7288970829084583,0.980629539951574,0.980629539951574,0.980629539951574,0.680672268907563,0.9902200488997556,0.8067729083665338,0.5945945945945946,0.0531400966183574,0.0975609756097561,0.6473509933774835,0.9583333333333334,0.7727272727272727,0.9927536231884058,0.9809069212410502,0.9867947178871548,all_context,only_chest_plus_all,1,single,chest
13,svm,0.8826269212855147,0.906066371135416,0.8865329409154306,0.8824535124807842,0.9951573849878934,0.9602803738317756,0.9774078478002378,0.9269406392694064,0.9926650366748166,0.9586776859504132,0.662771285475793,0.9297423887587822,0.7738791423001949,0.9525547445255474,0.58,0.7209944751381215,0.9929078014184396,0.9699769053117784,0.9813084112149532,all_context,only_chest_plus_all,1,single,chest
14,svm,0.9347308242020008,0.94096325082864,0.934579116443096,0.9339722440342272,0.9830917874396136,0.9760191846522782,0.9795427196149218,0.7885375494071146,0.973170731707317,0.87117903930131,0.9380530973451328,0.762589928057554,0.8412698412698413,0.9951338199513382,0.9927184466019418,0.993924665856622,1.0,0.9683972911963884,0.9839449541284404,all_context,only_chest_plus_all,1,single,chest
15,svm,0.8239371534195934,0.8284725244613049,0.8209350231285348,0.8183597818496366,0.9839449541284404,0.9816933638443937,0.9828178694158076,0.8169014084507042,0.9103139013452914,0.8610816542948038,0.7602739726027398,0.5211267605633803,0.6183844011142061,0.5882352941176471,0.7211538461538461,0.6479481641468683,0.993006993006993,0.9703872437357632,0.9815668202764976,all_context,only_chest_plus_all,1,single,chest
1,xgboost,0.803426939552594,0.8360862741179018,0.8051360519328824,0.7480378596005577,1.0,0.9879518072289156,0.993939393939394,0.995049504950495,0.995049504950495,0.995049504950495,0.5603112840466926,0.9908256880733946,0.7158243579121789,0.7575757575757576,0.0589622641509434,0.1094091903719912,0.8674948240165632,0.9928909952606636,0.9259668508287292,all_context,only_chest_plus_all,1,single,chest
2,xgboost,0.7560414269275029,0.640453686200378,0.7907685975053511,0.6634543462246888,1.0,0.9951219512195122,0.9975550122249388,0.2022684310018903,0.9907407407407408,0.3359497645211931,0.0,0.0,0.0,1.0,0.9704433497536946,0.985,1.0,0.9975369458128078,0.998766954377312,all_context,only_chest_plus_all,1,single,chest
3,xgboost,0.9654388358344702,0.9670727311956836,0.9671029760135827,0.9665116912529584,0.9927884615384616,0.9904076738609112,0.9915966386554622,0.95010395010395,0.9121756487025948,0.9307535641547862,0.9035087719298246,0.988009592326139,0.9438717067583048,1.0,0.9515738498789348,0.9751861042183624,0.9889624724061812,0.9933481152993348,0.991150442477876,all_context,only_chest_plus_all,1,single,chest
4,xgboost,0.6476552598225602,0.6384774735035811,0.6696301968014806,0.6074060096255023,0.9683257918552036,0.9574944071588368,0.9628796400449944,0.909967845659164,0.4095513748191027,0.564870259481038,0.3935361216730038,0.9857142857142858,0.5625,0.0384615384615384,0.0100250626566416,0.0159045725646123,0.8820960698689956,0.9853658536585366,0.9308755760368664,all_context,only_chest_plus_all,1,single,chest
5,xgboost,0.713128038897893,0.6635209295852089,0.6949161503955557,0.6552156268618414,0.7831541218637993,0.9954441913439636,0.876629889669007,1.0,0.7334235453315291,0.8462138953942233,0.3855721393034826,0.7159353348729792,0.5012126111560227,0.1683168316831683,0.0428211586901763,0.0682730923694779,0.980561555075594,0.9869565217391304,0.9837486457204768,all_context,only_chest_plus_all,1,single,chest
6,xgboost,0.7930711610486891,0.871003560411296,0.7966657538821427,0.7228408122554921,0.5542483660130719,0.9976470588235294,0.7126050420168067,0.9886363636363636,0.9908883826879272,0.9897610921501706,1.0,0.0114942528735632,0.0227272727272727,0.812133072407045,0.988095238095238,0.8915145005370569,1.0,0.9952038369304556,0.997596153846154,all_context,only_chest_plus_all,1,single,chest
7,xgboost,0.5348837209302325,0.5942698025446288,0.5241488073051738,0.4968072577587019,0.9952718676122932,0.976798143851508,0.9859484777517564,0.3908333333333333,0.9650205761316872,0.5563463819691578,0.4453125,0.1325581395348837,0.2043010752688172,0.1771653543307086,0.1027397260273972,0.130057803468208,0.9627659574468084,0.4436274509803921,0.6073825503355704,all_context,only_chest_plus_all,1,single,chest
8,xgboost,0.2209631728045325,0.1716163780277331,0.2253424336241673,0.1430569076645975,0.1858596679164434,0.8301435406698564,0.3037199124726477,0.6722222222222223,0.2965686274509804,0.4115646258503401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,all_context,only_chest_plus_all,1,single,chest
9,xgboost,0.7973944294699011,0.7927906709989718,0.7930004661502338,0.749474238393393,0.980997624703088,0.9927884615384616,0.986857825567503,1.0,0.9038817005545288,0.9495145631067962,0.5177914110429448,0.9836829836829836,0.6784565916398714,0.4933333333333333,0.0870588235294117,0.148,0.971830985915493,0.9975903614457832,0.9845422116527944,all_context,only_chest_plus_all,1,single,chest
10,xgboost,0.9178789300797748,0.9361311376844066,0.9174917823439552,0.9174291622844272,1.0,0.9505882352941176,0.9746682750301568,0.9813519813519812,0.9905882352941175,0.9859484777517564,0.9863013698630136,0.6792452830188679,0.8044692737430168,0.7414383561643836,0.9908466819221968,0.8481880509304603,0.971563981042654,0.9761904761904762,0.973871733966746,all_context,only_chest_plus_all,1,single,chest
11,xgboost,0.7976359338061466,0.7916301046937761,0.7954489270429607,0.7408478749533866,0.6864951768488746,0.9861431870669746,0.809478672985782,0.9552941176470588,0.9902439024390244,0.9724550898203592,0.6672384219554031,0.9396135265700484,0.7803410230692076,0.6491228070175439,0.0885167464114832,0.1557894736842105,1.0,0.9727272727272728,0.9861751152073732,all_context,only_chest_plus_all,1,single,chest
12,xgboost,0.575860397479399,0.5511242650671219,0.5763449439817088,0.5377748996729543,0.3125,0.072639225181598,0.1178781925343811,1.0,0.9926650366748166,0.996319018404908,0.010178117048346,0.0096618357487922,0.0099132589838909,0.4472630173564753,0.821078431372549,0.5790838375108038,0.9856801909307876,0.9856801909307876,0.9856801909307876,all_context,only_chest_plus_all,1,single,chest
13,xgboost,0.8276665114112716,0.8381809915014327,0.8333911466760551,0.8158296023738834,1.0,0.985981308411215,0.9929411764705882,0.6464968152866242,0.9926650366748166,0.7830279652844745,0.800453514739229,0.8266978922716628,0.8133640552995391,0.7555555555555555,0.3777777777777777,0.5037037037037037,0.988399071925754,0.9838337182448036,0.9861111111111112,all_context,only_chest_plus_all,1,single,chest
14,xgboost,0.4930919485469271,0.5444008263783922,0.4995186256535963,0.4206182737428832,0.574468085106383,0.9712230215827338,0.7219251336898396,0.491442542787286,0.9804878048780488,0.6547231270358306,0.9175257731958762,0.2134292565947242,0.3463035019455253,0.2631578947368421,0.2669902912621359,0.2650602409638554,0.4754098360655737,0.0654627539503386,0.115079365079365,all_context,only_chest_plus_all,1,single,chest
15,xgboost,0.8040665434380776,0.8403065664181544,0.7967055328719713,0.7415768064828154,1.0,0.988558352402746,0.9942462600690448,0.5466830466830467,0.9977578475336324,0.7063492063492064,0.8948497854077253,0.9788732394366196,0.9349775784753364,0.76,0.0456730769230769,0.0861678004535147,1.0,0.9726651480637812,0.9861431870669746,all_context,only_chest_plus_all,1,single,chest
1,random_forest,0.8952879581151832,0.9007721150416796,0.8964155658400124,0.8912536757094051,0.893569844789357,0.9710843373493976,0.930715935334873,0.9640287769784172,0.995049504950495,0.979293544457978,0.7767175572519084,0.93348623853211,0.8479166666666667,0.8885017421602788,0.6014150943396226,0.7172995780590717,0.981042654028436,0.981042654028436,0.981042654028436,all_context,only_forearm_plus_all,1,single,forearm
2,random_forest,0.8849252013808976,0.8569738609580867,0.9006492730724659,0.846653994813383,0.8853211009174312,0.9414634146341464,0.9125295508274232,0.4349593495934959,0.9907407407407408,0.6045197740112994,0.979253112033195,0.5784313725490197,0.7272727272727273,0.9975308641975308,0.9950738916256158,0.996300863131936,0.9878048780487804,0.9975369458128078,0.9926470588235294,all_context,only_forearm_plus_all,1,single,forearm
3,random_forest,0.7871759890859482,0.8280459445832149,0.7777613006096524,0.715565737727575,0.75,0.014388489208633,0.028235294117647,0.9916142557651992,0.9441117764471058,0.967280163599182,0.4951923076923077,0.988009592326139,0.6597277822257807,0.939903846153846,0.946731234866828,0.9433051869722556,0.9635193133047212,0.9955654101995566,0.97928026172301,all_context,only_forearm_plus_all,1,single,forearm
4,random_forest,0.654837346852556,0.6722255622836667,0.6716482898456875,0.6473476877228149,0.5240443896424167,0.9507829977628636,0.6756756756756757,0.8937823834196891,0.4992764109985528,0.6406685236768802,0.4397759103641456,0.3738095238095238,0.4041184041184041,0.6021798365122616,0.5538847117794486,0.577023498694517,0.9013452914798208,0.9804878048780488,0.9392523364485982,all_context,only_forearm_plus_all,1,single,forearm
5,random_forest,0.6381685575364667,0.6030287340300913,0.639372169471861,0.5986800894802029,0.4068767908309456,0.6469248291571754,0.4995602462620932,1.0,0.6292286874154263,0.7724252491694352,0.0666666666666666,0.0323325635103926,0.0435458786936236,0.569377990430622,0.8992443324937027,0.697265625,0.9722222222222222,0.9891304347826086,0.980603448275862,all_context,only_forearm_plus_all,1,single,forearm
6,random_forest,0.9653558052434456,0.968114248248542,0.9657583096031944,0.965680503058032,1.0,0.9882352941176472,0.9940828402366864,1.0,0.9726651480637812,0.9861431870669746,0.9773869346733668,0.8942528735632184,0.9339735894357744,0.8729166666666667,0.9976190476190476,0.9311111111111112,0.9902676399026764,0.9760191846522782,0.9830917874396136,all_context,only_forearm_plus_all,1,single,forearm
7,random_forest,0.7624259005927952,0.775708006007649,0.7622117902367812,0.7547724748820328,0.926605504587156,0.703016241299304,0.7994722955145118,0.7491582491582491,0.9156378600823044,0.8240740740740741,0.5942760942760943,0.8209302325581396,0.689453125,0.6231343283582089,0.3812785388127854,0.4730878186968839,0.9853658536585366,0.9901960784313726,0.9877750611246944,all_context,only_forearm_plus_all,1,single,forearm
8,random_forest,0.6846081208687441,0.7225139819855049,0.6829384093955462,0.6626661523810702,0.1813333333333333,0.1626794258373205,0.1715006305170239,0.9877149877149876,0.9852941176470588,0.9865030674846624,0.5548216644649934,0.9722222222222222,0.7064760302775441,0.8979591836734694,0.3105882352941176,0.4615384615384615,0.9907407407407408,0.9839080459770116,0.9873125720876584,all_context,only_forearm_plus_all,1,single,forearm
9,random_forest,0.9348607367475292,0.940729250117266,0.944144426378424,0.9377524728655208,0.9904076738609112,0.9927884615384616,0.9915966386554622,1.0,0.7726432532347505,0.8717413972888426,0.8265107212475633,0.9883449883449884,0.9002123142250531,0.8939393939393939,0.971764705882353,0.9312288613303268,0.9927884615384616,0.9951807228915662,0.9939831528279182,all_context,only_forearm_plus_all,1,single,forearm
10,random_forest,0.9136555607695918,0.9294048002700572,0.9133435864912002,0.9111882762292548,1.0,0.6564705882352941,0.7926136363636364,0.9975786924939468,0.9694117647058824,0.9832935560859188,0.7569573283858998,0.9622641509433962,0.8473520249221184,0.8973305954825462,1.0,0.945887445887446,0.9951573849878934,0.9785714285714284,0.9867947178871548,all_context,only_forearm_plus_all,1,single,forearm
11,random_forest,0.8368794326241135,0.8821443920828219,0.8372204638816869,0.8338316618815821,0.9952267303102624,0.9630484988452656,0.9788732394366196,0.9551886792452832,0.9878048780487804,0.9712230215827338,0.5742857142857143,0.9710144927536232,0.7217235188509874,0.8944954128440367,0.4665071770334928,0.6132075471698113,0.9915254237288136,0.7977272727272727,0.8841309823677582,all_context,only_forearm_plus_all,1,single,forearm
12,random_forest,0.9917595734367426,0.9917849141150112,0.9917677610019808,0.9917664602719992,1.0,0.9975786924939468,0.9987878787878788,1.0,0.9951100244498776,0.9975490196078431,0.9855769230769232,0.9903381642512076,0.9879518072289156,0.9781553398058253,0.9877450980392156,0.9829268292682928,0.9951923076923076,0.9880668257756564,0.991616766467066,all_context,only_forearm_plus_all,1,single,forearm
13,random_forest,0.7890079180251514,0.7962109630940277,0.7919596775699558,0.7876730831488425,0.994579945799458,0.8574766355140186,0.9209535759096612,0.7532228360957642,1.0,0.8592436974789915,0.6706586826347305,0.5245901639344263,0.5886990801576872,0.600418410041841,0.6377777777777778,0.6185344827586207,0.9621749408983452,0.9399538106235564,0.9509345794392524,all_context,only_forearm_plus_all,1,single,forearm
14,random_forest,0.6560266793711291,0.5826557866423326,0.6660807976872113,0.5974669484410864,1.0,0.7386091127098321,0.8496551724137931,0.4583808437856328,0.9804878048780488,0.6247086247086248,0.7158469945355191,0.6282973621103117,0.669220945083014,0.7390510948905109,0.983009708737864,0.84375,0.0,0.0,0.0,all_context,only_forearm_plus_all,1,single,forearm
15,random_forest,0.9750462107208872,0.975382954139418,0.9753031913004304,0.975022660219661,1.0,0.9610983981693364,0.9801633605600932,0.9953596287703016,0.9618834080717488,0.9783352337514252,0.9461883408071748,0.9906103286384976,0.9678899082568808,0.9491916859122402,0.9879807692307692,0.9681978798586572,0.9861751152073732,0.9749430523917996,0.9805269186712484,all_context,only_forearm_plus_all,1,single,forearm
1,svm,0.8852927177534508,0.896541668425996,0.8869332146453406,0.8825339013520719,0.7509225092250923,0.980722891566265,0.8505747126436781,0.9829268292682928,0.9975247524752476,0.9901719901719902,0.838495575221239,0.8692660550458715,0.8536036036036037,0.9151943462897526,0.6108490566037735,0.7326732673267327,0.9951690821256038,0.976303317535545,0.985645933014354,all_context,only_forearm_plus_all,1,single,forearm
2,svm,0.979861910241657,0.9751453434140946,0.9801172460386828,0.9775400902945016,0.9664268585131894,0.9829268292682928,0.9746070133010882,0.9464285714285714,0.9814814814814816,0.9636363636363636,0.9653465346534652,0.9558823529411764,0.9605911330049262,1.0,0.9876847290640394,0.9938042131350682,0.9975247524752476,0.9926108374384236,0.9950617283950616,all_context,only_forearm_plus_all,1,single,forearm
3,svm,0.7394270122783083,0.6629951522146831,0.7338315664048167,0.6676727132421822,0.1111111111111111,0.0023980815347721,0.0046948356807511,0.9974554707379136,0.782435129740519,0.8769574944071589,0.4887039239001189,0.9856115107913668,0.6534181240063593,0.7919320594479831,0.9031476997578692,0.8438914027149321,0.9257731958762888,0.9955654101995566,0.9594017094017094,all_context,only_forearm_plus_all,1,single,forearm
4,svm,0.6544148711449091,0.5600520373371829,0.6570754662286983,0.5922448002598644,0.522038567493113,0.8478747203579419,0.6462063086104007,0.7236363636363636,0.5759768451519537,0.6414182111200645,0.6739130434782609,0.8857142857142857,0.7654320987654321,0.0483870967741935,0.0075187969924812,0.0130151843817787,0.8322851153039832,0.9682926829268292,0.895152198421646,all_context,only_forearm_plus_all,1,single,forearm
5,svm,0.6515397082658023,0.6675311924929435,0.6671710540199919,0.6423629173577357,0.4839285714285714,0.6173120728929385,0.5425425425425425,0.9900497512437813,0.5385656292286874,0.6976336546888694,0.4073033707865168,0.3348729792147806,0.3675538656527249,0.5111111111111111,0.8690176322418136,0.6436567164179104,0.9452631578947368,0.9760869565217392,0.960427807486631,all_context,only_forearm_plus_all,1,single,forearm
6,svm,0.8370786516853933,0.8861755919453073,0.8398157485874093,0.8199120127725724,0.9525959367945824,0.9929411764705882,0.9723502304147466,0.997584541062802,0.940774487471526,0.9683470105509964,0.9219858156028368,0.2988505747126437,0.4513888888888889,0.5732044198895028,0.988095238095238,0.7255244755244755,0.9855072463768116,0.9784172661870504,0.9819494584837544,all_context,only_forearm_plus_all,1,single,forearm
7,svm,0.5613315093479252,0.5459813888556505,0.5578970913373194,0.502817213793412,0.5217391304347826,0.0835266821345707,0.144,0.8420074349442379,0.9320987654320988,0.884765625,0.3789808917197452,0.8302325581395349,0.5204081632653061,0.0,0.0,0.0,0.9871794871794872,0.943627450980392,0.9649122807017544,all_context,only_forearm_plus_all,1,single,forearm
8,svm,0.8021718602455147,0.7943058550193738,0.8020193533498754,0.7898356987655119,0.6203389830508474,0.4377990430622009,0.5133239831697055,0.9681372549019608,0.9681372549019608,0.9681372549019608,0.704,0.6111111111111112,0.654275092936803,0.7210884353741497,0.9976470588235294,0.8371174728529122,0.9579646017699116,0.9954022988505749,0.9763246899661782,all_context,only_forearm_plus_all,1,single,forearm
9,svm,0.8975741239892183,0.9078653139001134,0.90878532503442,0.9019410640035516,0.988009592326139,0.9903846153846154,0.9891956782713084,0.9476309226932668,0.7024029574861368,0.8067940552016986,0.7445652173913043,0.958041958041958,0.8379204892966361,0.9024943310657596,0.9364705882352942,0.9191685912240184,0.9566265060240964,0.9566265060240964,0.9566265060240964,all_context,only_forearm_plus_all,1,single,forearm
10,svm,0.954950727358048,0.9579781003310416,0.9547531314412556,0.9549702705057876,0.9946524064171124,0.8752941176470588,0.9311639549436797,1.0,0.9623529411764706,0.9808153477218226,0.90625,0.9575471698113208,0.9311926605504588,0.9104166666666668,1.0,0.9531079607415486,0.9785714285714284,0.9785714285714284,0.9785714285714284,all_context,only_forearm_plus_all,1,single,forearm
11,svm,0.8151300236406619,0.8477661369459604,0.8151904442529277,0.8101422414463653,0.9142857142857144,0.9607390300230948,0.9369369369369368,0.9401913875598086,0.9585365853658536,0.9492753623188406,0.5761689291101055,0.9227053140096618,0.7093779015784587,0.8253275109170306,0.4521531100478468,0.5842349304482226,0.9828571428571428,0.7818181818181819,0.8708860759493671,all_context,only_forearm_plus_all,1,single,forearm
12,svm,0.9786718371303926,0.9787326845623284,0.9787137943389552,0.9786687572478387,0.9714964370546318,0.9903147699757868,0.9808153477218226,0.9854014598540146,0.9902200488997556,0.9878048780487804,0.9876543209876544,0.966183574879227,0.9768009768009768,0.9660194174757282,0.9754901960784312,0.9707317073170731,0.9830917874396136,0.9713603818615753,0.9771908763505402,all_context,only_forearm_plus_all,1,single,forearm
13,svm,0.831858407079646,0.836069412259296,0.8335966461718065,0.8317654928000543,0.9746192893401016,0.897196261682243,0.9343065693430656,0.8458333333333333,0.9926650366748166,0.9133858267716536,0.7138888888888889,0.6018735362997658,0.6531130876747141,0.6924603174603174,0.7755555555555556,0.7316561844863732,0.9535452322738386,0.9006928406466512,0.9263657957244656,all_context,only_forearm_plus_all,1,single,forearm
14,svm,0.735111958075274,0.7692044802418299,0.7320344806030257,0.7107516940542794,0.6326194398682042,0.920863309352518,0.75,0.6185243328100472,0.9609756097560976,0.7526265520534862,0.7161016949152542,0.4052757793764988,0.5176110260336907,0.8810810810810811,0.395631067961165,0.5460636515912898,0.9976958525345622,0.9774266365688488,0.9874572405929304,all_context,only_forearm_plus_all,1,single,forearm
15,svm,0.9625693160813308,0.963419190935218,0.962982891644576,0.9625597017073112,0.9813519813519812,0.9633867276887872,0.9722863741339492,0.9952153110047848,0.9327354260089686,0.9629629629629628,0.941834451901566,0.988262910798122,0.9644902634593356,0.9105145413870246,0.9783653846153846,0.9432213209733488,0.9881796690307328,0.9521640091116174,0.9698375870069604,all_context,only_forearm_plus_all,1,single,forearm
1,xgboost,0.8852927177534508,0.8819284712838084,0.8870091794911943,0.880413600578667,0.8874458874458875,0.9879518072289156,0.935005701254276,0.9805825242718448,1.0,0.9901960784313726,0.8307692307692308,0.8669724770642202,0.8484848484848485,0.802547770700637,0.5943396226415094,0.6829268292682927,0.9082969432314412,0.985781990521327,0.9454545454545454,all_context,only_forearm_plus_all,1,single,forearm
2,xgboost,0.622554660529344,0.6256136253041363,0.6775786419604755,0.5661836613947123,1.0,0.4390243902439024,0.6101694915254238,0.1426666666666666,0.9907407407407408,0.2494172494172494,0.0,0.0,0.0,1.0,0.9605911330049262,0.9798994974874372,0.9854014598540146,0.9975369458128078,0.9914320685434516,all_context,only_forearm_plus_all,1,single,forearm
3,xgboost,0.9531605275125056,0.9568264202421,0.9509020364007736,0.951733040533731,0.994550408719346,0.8752997601918465,0.9311224489795918,0.9725490196078432,0.9900199600798404,0.9812067260138476,0.8488612836438924,0.9832134292565948,0.9111111111111112,0.992084432717678,0.910411622276029,0.9494949494949496,0.9760869565217392,0.9955654101995566,0.9857299670691548,all_context,only_forearm_plus_all,1,single,forearm
4,xgboost,0.4689480354879594,0.4444725244200347,0.4697542287025408,0.4166107633120482,0.4176165803108808,0.901565995525727,0.5708215297450425,0.9328859060402684,0.402315484804631,0.5621840242669363,0.0405844155844155,0.0595238095238095,0.0482625482625482,0.0,0.0,0.0,0.831275720164609,0.9853658536585366,0.9017857142857144,all_context,only_forearm_plus_all,1,single,forearm
5,xgboost,0.6770664505672609,0.6126142115549004,0.6647853183832299,0.6255796082295312,0.4049586776859504,0.6697038724373576,0.5047210300429185,1.0,0.7631935047361299,0.8656945510360706,0.0054644808743169,0.0023094688221709,0.0032467532467532,0.6741996233521658,0.9017632241813602,0.771551724137931,0.978448275862069,0.9869565217391304,0.9826839826839828,all_context,only_forearm_plus_all,1,single,forearm
6,xgboost,0.8796816479400749,0.9128881632250072,0.8815938705021471,0.870455729940117,0.6583850931677019,0.9976470588235294,0.7932647333956969,1.0,0.9908883826879272,0.9954233409610984,0.98,0.4505747126436781,0.6173228346456693,0.930957683741648,0.9952380952380953,0.9620253164556962,0.9950980392156864,0.973621103117506,0.9842424242424244,all_context,only_forearm_plus_all,1,single,forearm
7,xgboost,0.4669402644778841,0.5316572333495001,0.4612158622130294,0.4118075048021815,0.5806451612903226,0.0417633410672853,0.0779220779220779,0.5563816604708798,0.9238683127572016,0.6945088940448569,0.3880597014925373,0.0604651162790697,0.1046277665995975,0.1454545454545454,0.2922374429223744,0.1942336874051593,0.9877450980392156,0.9877450980392156,0.9877450980392156,all_context,only_forearm_plus_all,1,single,forearm
8,xgboost,0.5982058545797923,0.5394356078525433,0.5999287940074745,0.5599036787182406,0.3168927250308261,0.6148325358851675,0.4182262001627339,0.987468671679198,0.965686274509804,0.976456009913259,0.3974895397489539,0.4398148148148148,0.4175824175824176,0.0,0.0,0.0,0.9953271028037384,0.9793103448275862,0.9872537659327926,all_context,only_forearm_plus_all,1,single,forearm
